000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
13F9DDDF	TTRL_CARDEALER_5_TEXT	Each SpeedBoost car include a free car slot.
13FA58AA	NFSW_BUGI_VYRN_HEADER1	The Fastest Car in NFSWorld!
13FF5482	VOICE_FONT_HIGHPITCH	*HIGHER PITCH
14081172	TXT_PRFL_TOTRACWON	TOTAL RACES WON
1411B97D	TLE_POPUP_CANCEL_PARTS_CHANGES	RESET ALL CHANGES
142132E6	PRESETCAR_DESCRIPTION_350Z_BASE_1	WHITE
142132EE	PRESETCAR_DESCRIPTION_350Z_BASE_9	BLACK
1445E019	TXT_TUTRL_BDY_SAFEHOUSE	The Safehouse is your base of operations. Here you can buy or sell a car, select another Driver or spend time customizing your vehicles. You can also make changes to your Powerup Console.
14769838	TXT_TLTP_RCEGDT_DRIVERS	MAXIMUM PARTICIPANTS
147C8DD7	TXT_NEWS_WELCOME_2	Need For Speed World is an online action driving game where you race with friends or compete against thousands of other players in a seamless open world.
147D5F2F	CUST_VINYL_GROUP_NUMBERS_MERIDI	MERIDIAN
1491A351	TXT_ACHIEVEMENT_IN_PROGRESS	<font color='#07A6FA'>IN PROGRESS</font>
149E93BA	GM_CATALOG_TENZO_STYLE01_17_25	PSYCHO 17"	
149F201B	GM_CATALOG_TENZO_STYLE01_18_25	PSYCHO 18"	
149FAC7C	GM_CATALOG_TENZO_STYLE01_19_25	PSYCHO 19"	
14ACD594	GM_CATALOG_TENZO_STYLE01_20_25	PSYCHO 20"	
14AD61F5	GM_CATALOG_TENZO_STYLE01_21_25	PSYCHO 21"	
14B023E6	TXT_NEWS_PANEL_RANKINGS	RANKINGS
14B28A0D	TXT_TUTRL_CLICKRACENOW	Click on the RACE NOW! Button to find the first available Multiplayer Race
14CC68D1	CMN_BACK_TO_SAFEHOUSE	BACK TO SAFEHOUSE
14D8EE1B	TXT_CHUD_TTP_SAFEHOUSE	JUMP TO SAFEHOUSE (H)
14E9E49C	NFSW_R35_V-Spec_header1	A MOTORSPORTS WINNER AT NFSW!
14E9E49D	NFSW_R35_V-Spec_header2	TRUE DRIVING PERFORMANCE 
14FA6A3B	TXT_TUTRL_HDR_WORLDMAP	THE WORLD MAP
15140CF9	TXT_NEWS_TIME_HOURS	{0:d} hours ago
153A1481	NFSW_BOSS_302_COP_header1	A PATRIOTIC SYMBOL OF JUSTICE!
153A1482	NFSW_BOSS_302_COP_header2	HEAVY HITTING BOSS 302!
154F65F5	TXT_CMN_RECHARGING	RECHARGING
154F6C13	TXT_GROUPCHAT_HEADER	GROUP CHAT
154F8963	TXT_TLTP_CARCAM_ZOOMIN	ZOOM IN
15506916	TXT_CMN_EVENT_HEATLEVEL	STARTING HEAT LEVEL {0:d}
155F4C07	TXT_PARTSHP_LEVEL_REQUIREMENT	YOU NEED TO BE LEVEL {0:d} TO INSTALL THIS PACKAGE
1564ACAC	NFSW_Delta_EVO_AD_header1	THE AWD RETRO RACER RETURNS!
1564ACAD	NFSW_Delta_EVO_AD_header2	FULLY CUSTOM AND RALLY READY!
156E69EE	TXT_NEWS_TIME_MONTH	{0:d} month ago
1594D4C0	TXT_PRFL_WINPCNTGE	WIN PERCENTAGE
15A5EEDF	TTRL_PERFSHOP_1_TEXT	Click this button to toggle between the Store and your Inventory.
15F6694A	NFSW_JEUXVID_SHORT	A FREE online racing game where you can connect with your friends or race vs the world!
16129548	REWARD_TYPE_PursuitLength_REP	PURSUIT LENGTH BONUS {0:f.0}
161DBBC7	TXT_NEWS_TIME_WEEKS	{0:d} weeks ago
1641DCAC	TXT_NEWS_TIME_YEARS	{0:d} years ago
164B6E23	TXT_NEWS_CARDPACK_USA_HEADER	USA PACK EXCLUSIVE OFFER
165FADC2	TXT_ACHIEVEMENTS_COUNT	{0:d} ACHIEVEMENTS
166FC189	TTRL_MULTIPLAYER_1_HDR	MULTIPLAYER RACES
167BE45D	NFSW_Corvette_CarbonFibre_header1	A RACING PEDIGREE AT NFSW!
167BE45E	NFSW_Corvette_CarbonFibre_header2	REACH NEW HEIGHTS IN RACING!
16BF4F29	TXT_TLTP_AUDSET_EVNTMUSVOL	VOLUME FOR BACKGROUND MUSIC IN EVENTS
16C9645F	GM_CATALOG_5ZIGEN_STYLE04_17_25	GN+ 17"	
16C9F0C0	GM_CATALOG_5ZIGEN_STYLE04_18_25	GN+ 18"	
16CA7D21	GM_CATALOG_5ZIGEN_STYLE04_19_25	GN+ 19"	
16D7A639	GM_CATALOG_5ZIGEN_STYLE04_20_25	GN+ 20"	
16D8329A	GM_CATALOG_5ZIGEN_STYLE04_21_25	GN+ 21"	
16DD37F3	TXT_POWUP_SLINGSHOT	SLINGSHOT
16ED7C2C	SKILLTEXT_RADAR	Displays all Cops within {0:f.0} yards on the Minimap.
16F918A4	GM_CATALOG_BBS_STYLE04_17_25	CH 17"	
16F9A505	GM_CATALOG_BBS_STYLE04_18_25	CH 18"	
16FA3166	GM_CATALOG_BBS_STYLE04_19_25	CH 19"	
16FD141F	world.guide.credits.staff.community.management	Community Management
17075A7E	GM_CATALOG_BBS_STYLE04_20_25	CH 20"	
1707E6DF	GM_CATALOG_BBS_STYLE04_21_25	CH 21"	
172A6253	NFSW_CATR_RSPLT_HEADER1	NFS World's 150th Car!
1758F26C	MILESTONE_INFRACTION_OFFROADWAY	OFFROAD DRIVING
17597045	SERVERERROR_FATAL_WRONGCLIENTVERSION_BODY	You are running an out of date version of Need for Speed World. Please run the Game Launcher again to update your installation. If the problem persists please reinstall the game or contact Customer Support.
177E9E93	TXT_CONGRAT_FIRST	CONGRATULATIONS! YOU MADE IT TO SAFEHOUSE!
17AC6660	PARTMANU_KESTREL	KESTREL
17BF67FD	LBL_SELL_CAR	SELL CAR
17D7B5E5	TXT_TLTP_PENDING_COUNTER	YOU HAVE {0:d} PENDING FRIEND REQUESTS
17E5C1EA	TXT_PRERACE_WAITFOROPP	WAITING FOR OPPONENT
17FB1780	TTRL_PERFSHOP_2_TEXT	Drag and drop a performance part onto the car to preview its effect.
180DAEC2	MSG_PUP_HEAT_LEVEL_1	HEAT LEVEL 1
180DAEC3	MSG_PUP_HEAT_LEVEL_2	HEAT LEVEL 2
180DAEC4	MSG_PUP_HEAT_LEVEL_3	HEAT LEVEL 3
180DAEC5	MSG_PUP_HEAT_LEVEL_4	HEAT LEVEL 4
180DAEC6	MSG_PUP_HEAT_LEVEL_5	HEAT LEVEL 5
18483415	TXT_NEWS_RARE_ITEM_LUCKY_DRAW_SHORT	Rare part won by friend
1851CA11	TXT_LBL_NEWS_FILTER_ALL	ALL
186A36EB	CMN_FLIP_MODE	FLIP MODE
187B42C6	TXT_CONGRAT_THIRD	CONGRATULATIONS! YOU ARE THE THIRD MEMBER TO ARRIVE!
18854580	TTRL_AMPLIFIERS_1	Rep and Cash Amplifiers multiply your race rewards instantly. They're easy to buy and boost your stats for several days.
18854581	TTRL_AMPLIFIERS_2	MOUSEOVER TO VIEW DETAILS
18854582	TTRL_AMPLIFIERS_3	INCREASE IN REWARD
18854583	TTRL_AMPLIFIERS_4	CLICK TO PURCHASE WITH SPEEDBOOST
1899D477	PRESETCAR_DESCRIPTION_NISSAN_350Z_1	FINISH LINE
1899D478	PRESETCAR_DESCRIPTION_NISSAN_350Z_2	BLING
189A39D8	SKILLNAME_UNRELENTINGFORCE	UNRELENTING FORCE
18AA5ED2	MSG_PUP_SHIELD	SHIELD
18B6D062	TXT_OPTNS_SOC_GROUP	ENABLE SOCIAL FREEROAM FILTERING
18DF7C93	TXT_POPUP_DUELDRIVBUSY	Cannot Duel. That Driver is busy.
19008FD2	NFSW_LMAB_AVLP_HEADER	A Relentless Force!
191893E0	TTRL_CARDEALER_2_HEADER	PICK A STYLE
1918BCE3	TXT_CHUD_TTP_FRIENDS	FRIENDS LIST
1921A365	TTRL_FIRSTDRIVER_1_HDR	YOUR FIRST DRIVER
1926F1FF	TXT_RCEGDT_TIER_RESTRICTION	TIER {0:d} RESTRICTED
1933BBE6	TTRL_FIRSTDRIVER_2_HDR	ENTER A NAME
193B25E5	TXT_NEWS_CARDPACK_CARSTYLE_SALE_HEADER	STYLE PACK NOW ON SALE
1945D467	TTRL_FIRSTDRIVER_3_HDR	SELECT A PICTURE
19576011	TLE_POPUP_APPEAR_OFFLINE	APPEAR OFFLINE
1957ECE8	TTRL_FIRSTDRIVER_4_HDR	CLICK TO CONTINUE
1959EB30	SERVERERROR_FATAL_INVALIDARGUMENTS_BODY	Invalid command line arguments
197791C4	TXT_CMN_ACCELERATE	ACCELERATE
197CDE89	TXT_NEWS_LINK_GOTO_GIFT	REDEEM GIFT »
19A1F2D3	NFSW_MITS_ECDG_HEADER	A Tuner Modified for Drag Racing
19A5CC91	NFSW_Firebird_Formula_header1	SPREAD YOUR WINGS IN NFSW!
19A5CC92	NFSW_Firebird_Formula_header2	EXPERIENCE A BIG 6.6L V8!
19A7889C	PARTMANU_AMERIKON	AMERIKON SPEEDSYSTEMS
19B9FAE3	LBL_SELECT_DRIVER	SELECT DRIVER
19C33110	TXT_POPUP_BUYSLOTFAIL_INSUFFICIENTCARSLOTS	YOUR CAR SLOTS ARE ALL FULL.
19D62152	PARTMANU_TRANSTEK	TRANSTEK
19F66C5A	CAR_MDL_CAMAROZL1	CAMARO ZL1
1A14906A	NFSW_350z_underground_rerelease_Header1	THE RETURN OF 350Z 'UNDERGROUND 2'
1A14906B	NFSW_350z_underground_rerelease_Header2	COMING OUT OF RETIREMENT!
1A2135BB	TXT_TLTP_RCEGDT_LENGTH	TRACK LENGTH
1A504021	TTRL_PERFSHOP_3_TEXT	Your car class will change based on the overall rating
1A57563D	TXT_NEWS_RARE_ITEM_WON_CARDPACK	[0:l4] just won a [1:l5] from buying a [2:k]! <br/> [3:l0] / [4:l1]
1A5A3D7A	TXT_BUST_LIMIT	{0:d} STRIKES
1A66D4D8	TEST_BUTTON_REMOVE_ME	BUTTON
1A9B86C8	TXT_NEWS_RACE_WON	You just won a multiplayer race for the first time.
1ABDF560	TXT_OPTNS_VID_ANTALIAS	ANTI-ALIASING
1AC20237	ID_COMMON_CURRENCY_NOCENTS	${0:f.0}
1AE369FB	CAR_MDL_CHARGER69	CHARGER R/T
1AE43AE5	events_win_streak_longest_name	HOT STREAK!
1AFDBD7B	TXT_NEWS_CASH_AMP_EXPIRING	Your Cash Amplifier will expire in 1 day. Top up early to keep your rewards maximized! <br/>[0:l0]
1B25B05F	CMN_PURCHASE_CARS	PURCHASE CARS
1B2D306D	TXT_NEWS_TIER2_FORCEDINDUCTIONPACK_SHORT	Tier 2 Forced Induction Pack now on sale!
1B2D3F4D	TXT_TUTRL_HDR_REWARDS	EARNING REWARDS
1B49AAAC	TXT_CMN_AVAIL_POWERUPS	AVAILABLE POWERUPS
1B4C2789	TXT_CHUD_TTP_PROFILE	YOUR DRIVER PROFILE (U)
1B8FD562	TXT_TLTP_GPLSET_UNITS	TOGGLE UNITS OF MEASUREMENT FOR SPEED AND DISTANCE
1BA064CE	TXT_NEWS_SALE_AFTERMARKETSHOP	The Aftermarket Shop is having a special sale right now on selected aftermarket parts, for a limited time only! The more you buy, the more you save!
1BA6EF48	TXT_SYSCHT_GRP_GRPALRDY	Unable to send invite. Driver is already in a Group.
1BA80188	ID_COMMON_DATE_FORMAT_EUROPE	dd/MM/yyyy
1BC338CE	TXT_CNM_ZONE_BRAKES	BRAKES
1BC38BA9	CAR_MANU_VAUXHALL	VAUXHALL
1BCFC1A0	SKILLS_SHOW_UNKNOWN	SHOW UNAVAILABLE SKILLS
1BD1F97E	TXT_REPORT_CHEAT	CHEAT
1BE4F204	TXT_OPTNS_VOIP_ACTIVATION_MODE	ACTIVATION MODE
1BFD1625	TXT_DRAG_N_DROP_HELP	DRAG & DROP A VINYL ONTO YOUR CAR
1C14DFA3	REWARD_TYPE_PowerupBonus_REP	TEAM POWERUPS BONUS {0:f.0}
1C1FFF98	TXT_NEWS_GENERICULTRA_Header1	Get your Ultra Pack now!
1C51631E	TXT_NFSW_STARTER_PACK_A	Thank you for joining our World and we hope you have a great time with your new Speedhunters Toyota Corolla AE86. Don't forget, you're able to drive your exclusive car and use your Starter Pack Powerups with any of the Drivers you create.
1C51631F	TXT_NFSW_STARTER_PACK_B	Thank you for joining our World and we hope you have a great time with your new Speedhunters Nissan Silvia S15. Don't forget, you're able to drive your exclusive car and use your Starter Pack Powerups with any of the Drivers you create.
1C516320	TXT_NFSW_STARTER_PACK_C	Thank you for joining our World and we hope you have a great time with your new VW Scirrocco. Don't forget, you're able to drive your exclusive car and use your Starter Pack Powerups with any of the Drivers you create.
1C516321	TXT_NFSW_STARTER_PACK_D	Thank you for joining our World and we hope you have a great time with your new Mazda Mazdaspeed3. Don't forget, you're able to drive your exclusive car and use your Starter Pack Powerups with any of the Drivers you create.
1C5DF9C8	TXT_ACHIEVEMENT_FILTER_COMPLETED	COMPLETED
1C6C3B7D	TXT_LBL_NEWS_FILTER_SYSTEM	SYSTEM
1C8CE243	CUST_VINYL_GROUP_TRIBAL_INKEE	INKEE
1C96CE57	TXT_CRTDRVR_NAMECNTUSE	THAT NAME CANNOT BE USED. PLEASE TRY ANOTHER.
1CA568C2	TTRL_PERFSHOP_4_TEXT	Click here to confirm all your pending changes
1CA60244	NFSW_POR_91140_HEADER1	The Ultimate Porsche 911!
1CAEE1D2	CLIENT_ERROR_NOT_ENOUGH_VA	Not enough contiguous memory, please reboot.
1CB2724D	TXT_NEWS_TIME_MINUTES	{0:d} minutes ago
1CCDF4E6	CAR_MDL_300C	HEMI® 300C SRT8
1CCE0A42	CAR_MDL_350Z	350Z (Z33)
1CCE12C4	CAR_MDL_370Z	370Z (Z34)
1CD165A6	CAR_MDL_991S	911 CARRERA S
1CD758B0	CAR_MDL_CTSV	CTS-V
1CD75AED	CAR_MDL_CUDA	HEMI® CUDA
1CE7F126	CUST_VINYL_GROUP_TRIBAL_NOMAD	NOMAD
1D002C9E	REWARD_TYPE_HeatLevel_TOKEN	HEAT LEVEL BONUS {0:$}
1D1B70BC	TXT_ENTER_STORE_POPUP_TITLE	ENTER STORE
1D27C259	RANKING_HUD_TIME_ELEAPSED	TIME ELAPSED
1D291D05	SKILLMOD_DESC_JUMPSTART	Powerup activation lock at race start decreased by {0:s}
1D3F99D8	CMN_ACHIEVEMENTS	ACHIEVEMENTS LOG
1D553FC7	TXT_REPORT_CAR_CUSTOMIZATION	CAR CUSTOMIZATION
1DB40637	TXT_PRFL_HONOR_WINS	HONOR WINS
1DB50079	TXT_TLTP_CHT_HIDE	HIDE
1DBB05E0	TXT_TLTP_CHT_SHOW	SHOW
1DCE1375	RANKING_HUD_CURRENT_LAP_TIME	CURRENT LAP TIME
1DD713BE	CMN_RACENOW_SEARCHING	SEARCHING FOR EVENTS
1E3231D1	CUST_VINYL_GROUP_CAMO_MASKIROVKA	MASKIROVKA
1E74C93C	CMN_CANCEL_CAR_CHANGE	CANCEL CAR CHANGE
1E7C7B0B	NFSW_PA_ZONRDSTR_Header1	200MPH WITH THE TOP DOWN
1E7C7B0C	NFSW_PA_ZONRDSTR_Header2	A RACE CAR FIT FOR A VIP!
1E9A4938	TXT_POPUP_BUYPERFORMANCEUPGRADEFAIL_MAXSTACKORRENTALLIMIT	Cannot stack performance upgrades.
1E9DF5AA	TTRL_CUSTOMIZATION_1_HDR	CUSTOMIZATION
1EA689E3	MSG_PUP_WAVE_LEVEL	WAVE LEVEL {0:s} STARTED
1EA69F1B	TXT_NEWS_SAFEHOUSE_NEW_CAR	There's a new ride in Need For Speed World! Check out the [0:c] in the Car Dealer now!<br/>[1:l0]
1EC768BC	TOOL_TIP_WALDO_SCALE_UNIFORM_DOWN	UNIFORM SCALE Y DOWN
1F176D2D	TXT_TUTRL_MULTIPLRACES	MULTIPLAYER RACES
1F1B7785	TXT_CMN_FINISHED	FINISHED
1F2343C8	SKILLMOD_DESC_RAPID_REFILL	Increases the cooldown speed of Run Flats by {0:s}
1FAE692A	NFSW_JEUXVID_LONG	Need for Speed World is the FREE to play online racing game where you decide how to play in a massively multiplayer world. Connect with friends or race against the world! Race the very latest cars or relive classic NFS moments with the ever-expanding car list. Stamp your identity on the cars with an endless combination of paints and liveries.
1FAF0A1A	TXT_INSTR_PURSUIT_POWERUP	Powerups are just as useful in Pursuits as in Races in Need For Speed World. All Pursuit-based Powerups are orange in color and range from Instant Cooldown to Emergency Evade.
1FE20C14	BDY_CONFIRM_BOOST_STORE_FLOW	[DO YOU WANT TO LEAVE THIS SCREEN AND CANCEL ALL NON-SUBMITTED CHANGES?]
20002720	TXT_CARDPACK_PLATINUM	PLATINUM PACK
201D444F	CAR_MDL_VANTAGEV12	V12 VANTAGE
202514AE	TXT_NEWS_PANEL_OFFERS	SPECIAL FEATURE
2029D058	TXT_CURRENTLY_DRIVING	CURRENTLY DRIVING THIS CAR
2047180C	TXT_NEWS_GENERIC_LINK_FORMAT	<font color='{0:s}'><a href='link://{1:s}'>{2:s}</a></font>
204E740A	TXT_SLOT_INFO_OUT_OF_SLOTS	NO MORE SLOTS ARE AVAILABLE
205273C8	TXT_TLTP_VIDSET_BRIGHTNESS	ADJUSTS SCREEN BRIGHTNESS
205D2E3A	TXT_GAMEPLAY_TIP_10	If someone hits you with a Traffic Magnet try to fake oncoming traffic and send them into the racers behind you. 
205D2E3B	TXT_GAMEPLAY_TIP_11	To get the most out of each Nitrous shot think about where you use it. Try to use them on long straights and avoid using them in corners. 
205D2E3C	TXT_GAMEPLAY_TIP_12	Use the E key to look behind you often as it's much easier to block an opponent from over-taking you this way.
205D2E3D	TXT_GAMEPLAY_TIP_13	Perfect Start is a great skill to gain an early lead in a Race. 
205D2E3E	TXT_GAMEPLAY_TIP_14	To get round the tightest corners you need to master the use of the handbrake. It's a very strong weapon in your escape armoury.
205D2E3F	TXT_GAMEPLAY_TIP_15	As you take part in new events it's a good idea to pay attention to the Minimap and try to learn the best routes and most useful shortcuts.
20607EF5	ERROR_KICKED_BY_ADMIN	You've been kicked by the Admin
2097FD27	TTRL_LUCKYDRAW_1_HDR	LUCKY DRAW CARDS
209A5554	HDR_CMN_RACE	RACE
209B25CF	NFSW_cayman_classic_header1	NFS SHIFT BONUS CAR COMES TO NFSW!
209B25D0	NFSW_cayman_classic_header2	SIGNATURE "SHARK TECH" FRONT
20CA4CAB	TXT_NEWS_SALE_REGULARCARDPACKS_SHORT	Regular Card Packs on sale now!
20E7E15E	ID_COMMON_CURRENCY	$XXX,XXX.XX
20EFA9A7	TXT_DRAG_ICON_HERE	DRAG BADGE HERE
211388CC	TXT_OPTNS_GPL_AUTO	AUTOMATIC
211637F5	TXT_OPTNS_GPL_FREE	FREE
2117453D	TXT_OPTNS_GPL_HOOD	HOOD
2129771B	CAR_MDL_TERLINGUA	TERLINGUA FORD MUSTANG
213E0A76	BDY_POPUP_RENT_CAR_SUCCESS	YOUR CAR HAS BEEN RENTED FOR A {0:d}-DAY PERIOD WHICH STARTS NOW. THIS CAR WILL BECOME YOUR CURRENT CAR. YOU CAN SWITCH BACK TO ONE OF YOUR OTHER CARS IN THE CHANGE CAR SCREEN.
21444BAE	TLE_POPUP_PM_CREATE_QUEUE_FAILED	UNABLE TO JOIN GAME QUEUE
21590471	TXT_POWUP_SHIELD	SHIELD
21962C62	TTRL_FIRSTCAR_V2_2_HEADER	PURCHASE A CAR
219F2981	LBL_ENTER_A_DRIVER_NAME	ENTER A DRIVER NAME
21AC4521	NFSW_supra_cop_Header1	TWIN-TURBO AND READY TO CHASE!
21AC4522	NFSW_supra_cop_Header2	TAKE DOWN YOUR COMPETITORS!
21B4CDA2	TXT_CMN_REPORT_DRIVER	REPORT DRIVER
21DF9D23	BDY_POPUP_BUY_PACKAGE_SUCCESS	PACKAGE INSTALLED
21F98C5D	LBL_TYPE_NAME_HERE	TYPE NAME HERE
2205827C	TXT_BOOST_INFO_SCREEN_BODY	¤ BOOST IS THE VIRTUAL CURRENCY OF NEED FOR SPEED WORLD. YOU CAN USE THIS CURRENCY TO BUY DIGITAL CONTENT SUCH AS CAR RENTALS, POWERUPS AND AMPLIFIERS. ¤ BOOST CAN BE USED IN THE GAME AND AT WORLD.NEEDFORSPEED.COM.
2250438E	BDY_POPUP_SALE_CAR_FAILED	THE CAR SALE HAS FAILED. PLEASE TRY LATER.
226A7183	TITLE_SH_BOOSTERPACKSTORE_SCREEN	CARD PACKS
22781563	TXT_TLTP_VIDSET_RESOLUTION	CHANGE SCREEN RESOLUTION AND ASPECT RATIO
227C5834	TXT_OPTNS_AUD_FRMUSICVOL	FREE ROAM MUSIC VOLUME
227D938C	TXT_CNM_ZONE_ENGINE	ENGINE
228C3DE9	TXT_LBL_NEWS_FILTER_CREW	CREW
22910FBD	TXT_NEWS_PANEL_FEED	FEED
22AC0A4C	badge_events_played_count_name	EVENT COMPLETIONIST
22B59BFA	SKILLNAME_DRAGSTER	DRAGSTER
22CB8D74	CMN_YOUR_CART	YOUR CART
22F1B154	TXT_TLTP_VOIP_REDUCE_ECHO	ENABLE ECHO REDUCTION TO IMPROVE VOICE CHAT CLARITY IF SPEAKERS ARE SET AS THE VOICE OUTPUT DEVICE
22F27083	TXT_RESULTS_SUGGSALE_TRAFFIC_MAGNET	Throw a Traffic Magnet at an opponent and watch as the traffic ruins their chances to win.
231FC2B2	NFSW_SPD_RBT_HEADER	Never Late in this Beast!
233742BE	MSF_ERROR_0771b	Unable to Whisper. Driver cannot be found.
23473D13	CUST_VINYL_GROUP_PRIMITIVES_EI	EIKONS
23473DFA	CUST_VINYL_GROUP_PRIMITIVES_LI	LINEAR
23473EE0	CUST_VINYL_GROUP_PRIMITIVES_SH	SHAPES
23473F44	CUST_VINYL_GROUP_PRIMITIVES_VI	VISOR
236CA6D2	DRIVERSKILL_COP_RADAR_DESC	Nearby police cruisers are now visible on your Minimap.
238267FF	GM_CATALOG_GIOVANNA_STYLE03_17_25	ARARAT 17"	
2382F460	GM_CATALOG_GIOVANNA_STYLE03_18_25	ARARAT 18"	
238380C1	GM_CATALOG_GIOVANNA_STYLE03_19_25	ARARAT 19"	
23876B9C	TXT_NO_VINYLS_ON_CAR_TIP	NO VINYLS ARE APPLIED
2390A9D9	GM_CATALOG_GIOVANNA_STYLE03_20_25	ARARAT 20"	
2391363A	GM_CATALOG_GIOVANNA_STYLE03_21_25	ARARAT 21"	
23944E30	TLE_POPUP_CAR_SALE	CONFIRM CAR SALE?
239489BD	TLE_POPUP_CAR_SOLD	SUCCESS
23A6F794	TXT_CMN_CLASS_S1	S1
23A6F795	TXT_CMN_CLASS_S2	S2
23A6F796	TXT_CMN_CLASS_S3	S3
23CF3E80	TXT_ROADBLK_STARTERPACK	YOUR NEED FOR SPEED WORLD STARTER PACK IS
23D2F913	CUST_PAINT_GROUP_CANDY	CANDY FINISH
23E67311	TLE_POPUP_RESET_PACKAGE_CONFIRM	ARE YOU SURE?
23F68C81	MILESTONE_INFRACTION_RAMMINGPOLICE	RAMMING POLICE
23F7EE98	GM_CATALOG_ENKEI_STYLE03_17_25	ES TARMAC 17"	
23F87AF9	GM_CATALOG_ENKEI_STYLE03_18_25	ES TARMAC 18"	
23F9075A	GM_CATALOG_ENKEI_STYLE03_19_25	ES TARMAC 19"	
24063072	GM_CATALOG_ENKEI_STYLE03_20_25	ES TARMAC 20"	
2406BCD3	GM_CATALOG_ENKEI_STYLE03_21_25	ES TARMAC 21"	
2421696C	CUST_PAINT_GROUP_GLOSS	GLOSS FINISH
2488099F	CUST_PAINT_GROUP_MATTE	MATTE FINISH
24AA14F2	TXT_NEWS_LINK_OPEN_SHOP	OPEN ¤BOOST STORE »
24B8C4AE	NFSW_rx8_rerelease_header1	A HIGH-POWERED & LIGHTWEIGHT CAR!
24B8C4AF	NFSW_rx8_rerelease_header2	SPORTY WITH MUSCULAR DESIGN
24B8EA04	TXT_NEWS_TIER1_TIRESPACK	The Tier 1 Tires Pack is now on sale in the Card Pack store for a limited time only. Hurry and purchase it now! [0:l0]
24C03398	CUST_PAINT_GROUP_PEARL	PEARL FINISH
24C1F636	TXT_LUCKYBOX_PART_SOLD	THIS PART HAS BEEN SOLD FOR {0:$.0}
24DDC419	ID_COMMON_DATE_FORMAT	MM/dd/yyyy
24DE1A9C	NFSW_cad_ctsv_Header1	THE FIRST CADILLAC IN NFS WORLD!
24DE1A9D	NFSW_cad_ctsv_Header2	TAKE THE CTS-V FOR A SPIN!
25117BA0	TXT_PERFORMANCE_PART_REQ_TIER	WRONG TIER FOR THIS CAR
251866E2	CUST_VINYL_GROUP_NUMBERS_TIOTAL	TIOTAL
251ACF78	TXT_TLTP_VIDSET_CARDETAIL	INCREASE OR DECREASE VISUAL DETAIL OF CARS
252F0E49	NFSW_HUMR_HISF_HEADER	Happy Holidays from NFS World!
25312B87	NFSW_Megane_RS_COP_header1	FRENCH INSPIRED AND READY TO CHASE
25312B88	NFSW_Megane_RS_COP_header2	THE FIRST NFSW T2 COP! 
2542FBDB	SKILLNAME_SOCIALITE	SOCIALITE
2554D3E7	TXT_CONGRAT_SECOND	CONGRATULATIONS! YOU ARE THE SECOND TO ARRIVE!
25A1D021	TXT_BDY_HELP_LEVELUP	Congratulations! You just moved up a Level.
25D13DFF	TXT_SYSCHT_GRP_MEMBERTOTAL	{0:d} drivers in this Group.
25D1ABD7	TXT_SYSCHT_CHNGZONE	ENTERING{1:s}.
25E823CF	NFSW_NSSN_R32S_HEADER	SPEC'ed Out Classic Tuner!
260F99F2	SKILLNAME_DEMOLITION	DEMOLITION
2612EC33	PRESETCAR_DESCRIPTION_ECLIPSEGT_BASE_0	INDIGO
2612EC34	PRESETCAR_DESCRIPTION_ECLIPSEGT_BASE_1	GREEN
2612EC35	PRESETCAR_DESCRIPTION_ECLIPSEGT_BASE_2	BLACK
2612EC36	PRESETCAR_DESCRIPTION_ECLIPSEGT_BASE_3	WHITE
2612EC38	PRESETCAR_DESCRIPTION_ECLIPSEGT_BASE_5	RED
267B0BD9	CMN_VINYL_MANIPULATOR	VINYL MANIPULATION: 
269CEE17	TXT_PRFL_NUMBER_OF_MP_RACES	NUMBER OF RACES
26A6C037	TXT_OPTNS_VID_PRTCLSYS	PARTICLE SYSTEM
26AF110F	SKILLTEXT_RAPID_REFILL	Reduces the cooldown of Run Flats by {0:f.0}%.
26B0F6D3	NFSW_SHLB_TEGUA_HEADER1	Pure Muscle & Power!
26B0F6D4	NFSW_SHLB_TEGUA_HEADER2	Custom Built for Need for Speed
26C2AE4A	PRESETCAR_DESCRIPTION_R32_BASE_0	WHITE
26C2AE4B	PRESETCAR_DESCRIPTION_R32_BASE_1	BLUE
26C2AE50	PRESETCAR_DESCRIPTION_R32_BASE_6	RED
26C2AE51	PRESETCAR_DESCRIPTION_R32_BASE_7	GREEN
26D19888	CAR_MDL_GALLARDOSPYDR	GALLARDO LP 560-4 SPYDER
26F5DC3D	NFSW_BMW_M6Con_Header1	POWERFUL. FAST. IMPRESSIVE!
26F5DC3E	NFSW_BMW_M6Con_Header2	M6 CONVERTIBLE FOR THE WIN
26FE7425	TXT_OPTNS_CONTROLS	CONTROLS
270D8A76	TXT_NO_ACHIEVEMENTS	NO ACHIEVEMENTS IN CURRENT FILTER
2745AB04	GAME_ACTION_SHIFTFIFTH	FIFTH
2745DDFB	GAME_ACTION_SHIFTFIRST	FIRST
2751A9AF	CAR_MDL_VIPERSRT	VIPER SRT10
2756B60F	TOOL_TIP_VINYL_PAINT_NEXT_LAYER	NEXT COLOR ZONE
275E53E9	TXT_CMN_COLORPICKER_TIPTEXT	APPLY THIS COLOR
2769BD4E	TXT_NEWS_CAR_CLASS_CHANGED	[0:l4] has customized a [1:c] into a '[2:r]' Class car! [3:l1]
